Country code,State code,Postcode / ZIP,City,Rate %,Tax name,Priority,Compound,Shipping,Tax class
,FL,32601; 32601*; 32602; 32602*; 32603; 32603*; 32604; 32604*; 32605; 32605*; 32606; 32606*; 32607; 32607*; 32608; 32608*; 32609; 32609*; 32610; 32610*; 32611; 32611*; 32612; 32612*; 32614; 32614*; 32615; 32615*; 32616; 32616*; 32618; 32618*; 32627; 32627*; 32631; 32631*; 32633; 32633*; 32635; 32635*; 32640; 32640*; 32641; 32641*; 32643; 32643*; 32653; 32653*; 32654; 32654*; 32655; 32655*; 32658; 32658*; 32662; 32662*; 32667; 32667*; 32669; 32669*; 32694; 32694*; 32040; 32040*; 32063; 32063*; 32072; 32072*; 32087; 32087*; 32401; 32401*; 32402; 32402*; 32403; 32403*; 32404; 32404*; 32405; 32405*; 32406; 32406*; 32407; 32407*; 32408; 32408*; 32409; 32409*; 32410; 32410*; 32411; 32411*; 32412; 32412*; 32413; 32413*; 32417; 32417*; 32438; 32438*; 32444; 32444*; 32466; 32466*; 32042; 32042*; 32044; 32044*; 32058; 32058*; 32091; 32091*; 32622; 32622*; 32754; 32754*; 32775; 32775*; 32780; 32780*; 32781; 32781*; 32783; 32783*; 32796; 32796*; 32815; 32815*; 32899; 32899*; 32901; 32901*; 32902; 32902*; 32903; 32903*; 32904; 32904*; 32905; 32905*; 32906; 32906*; 32907; 32907*; 32908; 32908*; 32909; 32909*; 32910; 32910*; 32911; 32911*; 32912; 32912*; 32919; 32919*; 32920; 32920*; 32922; 32922*; 32923; 32923*; 32924; 32924*; 32925; 32925*; 32926; 32926*; 32927; 32927*; 32931; 32931*; 32932; 32932*; 32934; 32934*; 32935; 32935*; 32936; 32936*; 32937; 32937*; 32940; 32940*; 32941; 32941*; 32949; 32949*; 32950; 32950*; 32951; 32951*; 32952; 32952*; 32953; 32953*; 32954; 32954*; 32955; 32955*; 32956; 32956*; 32959; 32959*; 32976; 32976*; 33004; 33004*; 33008; 33008*; 33009; 33009*; 33019; 33019*; 33020; 33020*; 33021; 33021*; 33022; 33022*; 33023; 33023*; 33024; 33024*; 33025; 33025*; 33026; 33026*; 33027; 33027*; 33028; 33028*; 33029; 33029*; 33060; 33060*; 33061; 33061*; 33062; 33062*; 33063; 33063*; 33064; 33064*; 33065; 33065*; 33066; 33066*; 33067; 33067*; 33068; 33068*; 33069; 33069*; 33071; 33071*; 33072; 33072*; 33073; 33073*; 33074; 33074*; 33075; 33075*; 33076; 33076*; 33077; 33077*; 33081; 33081*; 33082; 33082*; 33083; 33083*; 33084; 33084*; 33093; 33093*; 33097; 33097*; 33301; 33301*; 33302; 33302*; 33303; 33303*; 33304; 33304*; 33305; 33305*; 33306; 33306*; 33307; 33307*; 33308; 33308*; 33309; 33309*; 33310; 33310*; 33311; 33311*; 33312; 33312*; 33313; 33313*; 33314; 33314*; 33315; 33315*; 33316; 33316*; 33317; 33317*; 33318; 33318*; 33319; 33319*; 33320; 33320*; 33321; 33321*; 33322; 33322*; 33323; 33323*; 33324; 33324*; 33325; 33325*; 33326; 33326*; 33327; 33327*; 33328; 33328*; 33329; 33329*; 33330; 33330*; 33331; 33331*; 33332; 33332*; 33334; 33334*; 33335; 33335*; 33336; 33336*; 33337; 33337*; 33338; 33338*; 33339; 33339*; 33340; 33340*; 33345; 33345*; 33346; 33346*; 33348; 33348*; 33349; 33349*; 33351; 33351*; 33355; 33355*; 33359; 33359*; 33388; 33388*; 33394; 33394*; 33441; 33441*; 33442; 33442*; 33443; 33443*; 33973; 33973*; 33927; 33927*; 33938; 33938*; 33946; 33946*; 33947; 33947*; 33948; 33948*; 33949; 33949*; 33950; 33950*; 33951; 33951*; 33952; 33952*; 33953; 33953*; 33954; 33954*; 33955; 33955*; 33980; 33980*; 33981; 33981*; 33982; 33982*; 33983; 33983*; 32003; 32003*; 32006; 32006*; 32030; 32030*; 32043; 32043*; 32050; 32050*; 32065; 32065*; 32067; 32067*; 32068; 32068*; 32073; 32073*; 32079; 32079*; 32160; 32160*; 32656; 32656*; 34101; 34101*; 34102; 34102*; 34103; 34103*; 34104; 34104*; 34105; 34105*; 34106; 34106*; 34107; 34107*; 34108; 34108*; 34109; 34109*; 34110; 34110*; 34112; 34112*; 34113; 34113*; 34114; 34114*; 34116; 34116*; 34117; 34117*; 34119; 34119*; 34120; 34120*; 34137; 34137*; 34138; 34138*; 34139; 34139*; 34140; 34140*; 34141; 34141*; 34142; 34142*; 34143; 34143*; 34145; 34145*; 34146; 34146*; 32024; 32024*; 32025; 32025*; 32038; 32038*; 32055; 32055*; 32056; 32056*; 32061; 32061*; 32628; 32628*; 32648; 32648*; 32680; 32680*; 32692; 32692*; 32099; 32099*; 32201; 32201*; 32202; 32202*; 32203; 32203*; 32204; 32204*; 32205; 32205*; 32206; 32206*; 32207; 32207*; 32208; 32208*; 32209; 32209*; 32210; 32210*; 32211; 32211*; 32212; 32212*; 32214; 32214*; 32216; 32216*; 32217; 32217*; 32218; 32218*; 32219; 32219*; 32220; 32220*; 32221; 32221*; 32222; 32222*; 32223; 32223*; 32224; 32224*; 32225; 32225*; 32226; 32226*; 32227; 32227*; 32228; 32228*; 32229; 32229*; 32231; 32231*; 32232; 32232*; 32233; 32233*; 32234; 32234*; 32235; 32235*; 32236; 32236*; 32237; 32237*; 32238; 32238*; 32239; 32239*; 32240; 32240*; 32241; 32241*; 32244; 32244*; 32245; 32245*; 32246; 32246*; 32247; 32247*; 32250; 32250*; 32254; 32254*; 32255; 32255*; 32256; 32256*; 32257; 32257*; 32258; 32258*; 32266; 32266*; 32277; 32277*; 32110; 32110*; 32135; 32135*; 32136; 32136*; 32137; 32137*; 32142; 32142*; 32143; 32143*; 32164; 32164*; 32318; 32318*; 32320; 32320*; 32322; 32322*; 32323; 32323*; 32328; 32328*; 32329; 32329*; 32619; 32619*; 32693; 32693*; 33471; 33471*; 33944; 33944*; 32456; 32456*; 32457; 32457*; 32465; 32465*; 32052; 32052*; 32053; 32053*; 32096; 32096*; 33834; 33834*; 33865; 33865*; 33873; 33873*; 33890; 33890*; 33440; 33440*; 33930; 33930*; 33935; 33935*; 33975; 33975*; 32425; 32425*; 32452; 32452*; 32455; 32455*; 32464; 32464*; 32948; 32948*; 32957; 32957*; 32958; 32958*; 32960; 32960*; 32961; 32961*; 32962; 32962*; 32963; 32963*; 32964; 32964*; 32965; 32965*; 32966; 32966*; 32967; 32967*; 32968; 32968*; 32969; 32969*; 32970; 32970*; 32971; 32971*; 32978; 32978*; 32336; 32336*; 32337; 32337*; 32344; 32344*; 32345; 32345*; 32361; 32361*; 32753; 32753*; 32013; 32013*; 32066; 32066*,,7.0000,Tax,1,0,1,
,FL,33503; 33503*; 33508; 33508*; 33509; 33509*; 33510; 33510*; 33511; 33511*; 33527; 33527*; 33530; 33530*; 33534; 33534*; 33547; 33547*; 33548; 33548*; 33549; 33549*; 33550; 33550*; 33556; 33556*; 33558; 33558*; 33563; 33563*; 33564; 33564*; 33565; 33565*; 33566; 33566*; 33567; 33567*; 33568; 33568*; 33569; 33569*; 33570; 33570*; 33571; 33571*; 33572; 33572*; 33573; 33573*; 33575; 33575*; 33579; 33579*; 33583; 33583*; 33584; 33584*; 33586; 33586*; 33587; 33587*; 33592; 33592*; 33594; 33594*; 33595; 33595*; 33596; 33596*; 33598; 33598*; 33601; 33601*; 33602; 33602*; 33603; 33603*; 33604; 33604*; 33605; 33605*; 33606; 33606*; 33607; 33607*; 33608; 33608*; 33609; 33609*; 33610; 33610*; 33611; 33611*; 33612; 33612*; 33613; 33613*; 33614; 33614*; 33615; 33615*; 33616; 33616*; 33617; 33617*; 33618; 33618*; 33619; 33619*; 33620; 33620*; 33621; 33621*; 33622; 33622*; 33623; 33623*; 33624; 33624*; 33625; 33625*; 33626; 33626*; 33629; 33629*; 33630; 33630*; 33631; 33631*; 33633; 33633*; 33634; 33634*; 33635; 33635*; 33637; 33637*; 33646; 33646*; 33647; 33647*; 33650; 33650*; 33655; 33655*; 33660; 33660*; 33661; 33661*; 33662; 33662*; 33663; 33663*; 33664; 33664*; 33672; 33672*; 33673; 33673*; 33674; 33674*; 33675; 33675*; 33677; 33677*; 33679; 33679*; 33680; 33680*; 33681; 33681*; 33682; 33682*; 33684; 33684*; 33685; 33685*; 33686; 33686*; 33687; 33687*; 33688; 33688*; 33689; 33689*; 33694; 33694*,,8.5000,Tax,1,0,1,
,FL,32421; 32421*; 32424; 32424*; 32430; 32430*; 32449; 32449*; 34265; 34265*; 34266; 34266*; 34267; 34267*; 34268; 34268*; 34269; 34269*; 32501; 32501*; 32502; 32502*; 32503; 32503*; 32504; 32504*; 32505; 32505*; 32506; 32506*; 32507; 32507*; 32508; 32508*; 32509; 32509*; 32511; 32511*; 32512; 32512*; 32513; 32513*; 32514; 32514*; 32516; 32516*; 32520; 32520*; 32521; 32521*; 32522; 32522*; 32523; 32523*; 32524; 32524*; 32526; 32526*; 32533; 32533*; 32534; 32534*; 32535; 32535*; 32559; 32559*; 32560; 32560*; 32568; 32568*; 32577; 32577*; 32591; 32591*; 32324; 32324*; 32330; 32330*; 32332; 32332*; 32333; 32333*; 32343; 32343*; 32351; 32351*; 32352; 32352*; 32353; 32353*; 33825; 33825*; 33826; 33826*; 33852; 33852*; 33857; 33857*; 33862; 33862*; 33870; 33870*; 33871; 33871*; 33872; 33872*; 33875; 33875*; 33876; 33876*; 33960; 33960*; 32420; 32420*; 32423; 32423*; 32426; 32426*; 32431; 32431*; 32432; 32432*; 32440; 32440*; 32442; 32442*; 32443; 32443*; 32445; 32445*; 32446; 32446*; 32447; 32447*; 32448; 32448*; 32460; 32460*,,7.5000,Tax,1,0,1,
,FL,34423; 34423*; 34428; 34428*; 34429; 34429*; 34433; 34433*; 34434; 34434*; 34436; 34436*; 34441; 34441*; 34442; 34442*; 34445; 34445*; 34446; 34446*; 34447; 34447*; 34448; 34448*; 34450; 34450*; 34451; 34451*; 34452; 34452*; 34453; 34453*; 34460; 34460*; 34461; 34461*; 34464; 34464*; 34465; 34465*; 34487; 34487*,,6.0000,Tax,1,0,1,
,FL,34601; 34601*; 34602; 34602*; 34603; 34603*; 34604; 34604*; 34605; 34605*; 34606; 34606*; 34607; 34607*; 34608; 34608*; 34609; 34609*; 34611; 34611*; 34613; 34613*; 34614; 34614*; 34636; 34636*; 34661; 34661*,,6.5000,Tax,1,0,1,
,FL,,,6.0000,Tax,1,0,1,
